-1.99968e+00  -6.23088e-02
-1.98819e+00  -5.08628e-02
-1.95529e+00  4.85220e-02
-1.94991e+00  2.05186e-02
-1.91794e+00  -1.19313e-01
-1.89086e+00  -5.84568e-02
-1.88205e+00  5.56565e-02
-1.85537e+00  -1.02381e-01
-1.83631e+00  1.30463e-01
-1.81043e+00  3.75415e-02
-1.80592e+00  4.63139e-02
-1.77813e+00  6.04219e-02
-1.75097e+00  1.00384e-01
-1.74479e+00  5.96967e-02
-1.71971e+00  -2.09153e-02
-1.69727e+00  1.68983e-01
-1.68198e+00  1.20458e-01
-1.66027e+00  2.31440e-01
-1.63499e+00  1.63897e-01
-1.62748e+00  1.42885e-02
-1.60914e+00  6.16049e-02
-1.58258e+00  1.33662e-02
-1.55613e+00  2.66080e-01
-1.53128e+00  1.54611e-01
-1.52045e+00  1.79593e-01
-1.50742e+00  2.12005e-01
-1.48032e+00  5.66190e-02
-1.45109e+00  2.99911e-01
-1.44265e+00  2.36777e-01
-1.42343e+00  7.50885e-02
-1.39454e+00  3.64353e-01
-1.38405e+00  2.96568e-01
-1.36644e+00  3.66025e-01
-1.33618e+00  3.91723e-01
-1.32472e+00  3.85994e-01
-1.30085e+00  4.26153e-01
-1.27313e+00  3.17887e-01
-1.25237e+00  2.66959e-01
-1.23600e+00  3.85239e-01
-1.21489e+00  2.79577e-01
-1.19051e+00  3.12549e-01
-1.18196e+00  5.59785e-01
-1.16737e+00  3.84025e-01
-1.13551e+00  5.77617e-01
-1.11201e+00  5.72774e-01
-1.10659e+00  3.70883e-01
-1.08914e+00  6.20533e-01
-1.06042e+00  6.36321e-01
-1.04812e+00  4.58684e-01
-1.01700e+00  5.40030e-01
-9.90954e-01  7.64874e-01
-9.80846e-01  5.57363e-01
-9.59262e-01  7.28820e-01
-9.48670e-01  8.00083e-01
-9.20123e-01  7.29439e-01
-9.01649e-01  6.42800e-01
-8.84155e-01  8.16263e-01
-8.64207e-01  8.17644e-01
-8.34923e-01  8.19135e-01
-8.28064e-01  1.03976e+00
-8.08462e-01  8.23521e-01
-7.75582e-01  8.66819e-01
-7.54702e-01  1.16653e+00
-7.36841e-01  1.17689e+00
-7.13792e-01  1.13906e+00
-7.02515e-01  9.83454e-01
-6.83875e-01  1.12546e+00
-6.62586e-01  1.15425e+00
-6.35865e-01  1.27496e+00
-6.26633e-01  1.18031e+00
-5.93726e-01  1.25726e+00
-5.80675e-01  1.37094e+00
-5.55554e-01  1.56346e+00
-5.30103e-01  1.56231e+00
